GENE_SYMBOL,GENE ID (HGNC),DISEASE_LABEL,DISEASE ID (MONDO),MOI,SOP,CLASSIFICATION,ONLINE REPORT,CLASSIFICATION DATE,GCEP
CACNG2,HGNC:1406,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a61ad78f-0f37-4221-82f4-710275033666-2021-07-29T210333.496Z,2021-07-29T21:03:33.496Z,Intellectual Disability and Autism
CASK,HGNC:1497,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ca0e703c-3fe1-44a1-8632-036554b2f158-2019-07-09T160000.000Z,2019-07-09T16:00:00.000Z,Intellectual Disability and Autism
CC2D1A,HGNC:30237,complex neurodevelopmental disorder,MONDO:0100038,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_63def86b-765e-4f12-93a3-94ef911c3190-2020-01-08T170000.000Z,2020-01-08T17:00:00.000Z,Intellectual Disability and Autism
CDH15,HGNC:1754,intellectual disability,MONDO:0001071,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9295bddb-d61c-47c2-b186-97296b9c4d94-2021-02-17T170000.000Z,2021-02-17T17:00:00.000Z,Intellectual Disability and Autism
CDK13,HGNC:1733,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c594bcfa-2b2c-425a-8285-74bae8e01da8-2021-12-31T225720.705Z,2021-12-31T22:57:20.705Z,Intellectual Disability and Autism
CDK16,HGNC:8749,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_93557c1a-c141-4833-bcbb-83fccbd7d761-2021-10-28T160000.000Z,2021-10-28T16:00:00.000Z,Intellectual Disability and Autism
CHD3,HGNC:1918,Snijders Blok-Campeau syndrome,MONDO:0032600,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0e94c7c1-9c13-4189-8a9f-e9808916526f-2022-03-02T170000.000Z,2022-03-02T17:00:00.000Z,Intellectual Disability and Autism
CHD8,HGNC:20153,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3134b4e1-2fee-4025-99af-b2146cc2ccf8-2018-07-16T160000.000Z,2018-07-16T16:00:00.000Z,Intellectual Disability and Autism
CLCN4,HGNC:2022,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_54fbcbc8-77d7-4496-8527-1171cdd7452c-2017-10-20T160000.000Z,2017-10-20T16:00:00.000Z,Intellectual Disability and Autism
CLIC2,HGNC:2063,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3e8ec6b8-5189-43eb-a741-833c77e7ce91-2021-02-16T170000.000Z,2021-02-16T17:00:00.000Z,Intellectual Disability and Autism
CNKSR2,HGNC:19701,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_420ee599-c745-43b9-b9a9-c80dfd7f68a8-2020-12-16T170000.000Z,2020-12-16T17:00:00.000Z,Intellectual Disability and Autism
CNOT3,HGNC:7879,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_585384c5-8958-4934-af26-4040774a644c-2021-08-24T160000.000Z,2021-08-24T16:00:00.000Z,Intellectual Disability and Autism
CNTNAP2,HGNC:13830,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e91dc4be-821d-4f54-acdd-755a25070eec-2021-03-16T160000.000Z,2021-03-16T16:00:00.000Z,Intellectual Disability and Autism
CRADD,HGNC:2340,syndromic intellectual disability,MONDO:0000508,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7f64ee7f-13a7-4a2d-b1a2-ad6c9e63cab3-2021-06-16T180000.000Z,2021-06-16T18:00:00.000Z,Intellectual Disability and Autism
CRBN,HGNC:30185,intellectual disability,MONDO:0001071,AR,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_158c9b6b-2ac8-4ee3-bd89-a57d567e675f-2021-05-21T135046.004Z,2021-05-21T13:50:46.004Z,Intellectual Disability and Autism
CREBBP,HGNC:2348,Rubinstein-Taybi syndrome,MONDO:0019188,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d16df64b-26ed-4f1c-b8dc-f27be773b102-2018-04-27T160000.000Z,2018-04-27T16:00:00.000Z,Intellectual Disability and Autism
CTCF,HGNC:13723,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f1cbcd7b-83e2-47c1-b708-c9052502e639-2021-07-21T160000.000Z,2021-07-21T16:00:00.000Z,Intellectual Disability and Autism
CTNNB1,HGNC:2514,severe intellectual disability-progressive spastic diplegia syndrome,MONDO:0014035,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e119aceb-a011-4811-9abd-6731c5b3d15d-2021-02-03T170000.000Z,2021-02-03T17:00:00.000Z,Intellectual Disability and Autism
CUL3,HGNC:2553,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fb529ace-86b5-4209-9974-9c07a1c32956-2021-01-16T030942.670Z,2021-01-16T03:09:42.670Z,Intellectual Disability and Autism
CUL4B,HGNC:2555,"X-linked intellectual disability, Cabezas type",MONDO:0010306,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cc93f3b2-3124-40f8-a86e-c929b09c6f68-2018-02-21T050000.000Z,2018-02-21T05:00:00.000Z,Intellectual Disability and Autism
DDX3X,HGNC:2745,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3b7c89d4-ccb2-4d4e-ad11-9d6051a40b6d-2020-05-05T160000.000Z,2020-05-05T16:00:00.000Z,Intellectual Disability and Autism
DHCR7,HGNC:2860,Smith-Lemli-Opitz syndrome,MONDO:0010035,AR,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d5ed71c9-a76b-44c0-b5c0-44d604f2e0e9-2018-09-09T160000.000Z,2018-09-09T16:00:00.000Z,Intellectual Disability and Autism
DKC1,HGNC:2890,DKC1-related disorder,MONDO:0100152,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_afd6a4ca-7a1c-42ef-a9cf-bef557128f12-2020-09-13T153338.000Z,2020-09-13T15:33:38.000Z,Intellectual Disability and Autism
DLG3,HGNC:2902,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e73a08f0-ff3a-4328-9020-89102296e405-2018-08-15T160000.000Z,2018-08-15T16:00:00.000Z,Intellectual Disability and Autism
DLGAP2,HGNC:2906,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_efeafdd5-9105-470f-b332-8c7a3dd65078-2021-10-14T160000.000Z,2021-10-14T16:00:00.000Z,Intellectual Disability and Autism
DPP6,HGNC:3010,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3d41cebe-5490-419d-882d-4f3c6856be07-2021-05-05T160000.000Z,2021-05-05T16:00:00.000Z,Intellectual Disability and Autism
DYRK1A,HGNC:3091,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b336707e-f3a5-4554-9b37-0d29621b3562-2020-07-15T195802.528Z,2020-07-15T19:58:02.528Z,Intellectual Disability and Autism
EED,HGNC:3188,Cohen-Gibson syndrome,MONDO:0060510,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_44531e19-7957-424f-81e9-fc455095f14a-2022-12-06T190000.000Z,2022-12-06T19:00:00.000Z,Intellectual Disability and Autism
EFTUD2,HGNC:30858,mandibulofacial dysostosis-microcephaly syndrome,MONDO:0012516,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_66012775-240c-4640-ac66-12647021eee5-2022-07-20T160000.000Z,2022-07-20T16:00:00.000Z,Intellectual Disability and Autism
EHMT1,HGNC:24650,Kleefstra syndrome,MONDO:0012455,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_db91a861-6a88-4848-b6d5-4772bdef52ff-2018-06-07T040000.000Z,2018-06-07T04:00:00.000Z,Intellectual Disability and Autism
EIF2S3,HGNC:3267,MEHMO syndrome,MONDO:0010258,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bb96fe11-dd31-47b2-820d-9071035ec7b0-2021-11-11T170000.000Z,2021-11-11T17:00:00.000Z,Intellectual Disability and Autism
EN2,HGNC:3343,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_91eb2fc6-864c-4a4a-9b2d-0b2bdd695999-2021-02-16T170000.000Z,2021-02-16T17:00:00.000Z,Intellectual Disability and Autism
EPB41L1,HGNC:3378,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3be1f426-ad87-4540-9582-a9dcf96ffddd-2022-07-06T160000.000Z,2022-07-06T16:00:00.000Z,Intellectual Disability and Autism
EZH2,HGNC:3527,Weaver syndrome,MONDO:0010193,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5dcf5941-6076-4486-94be-7ba3944abaee-2022-08-03T160000.000Z,2022-08-03T16:00:00.000Z,Intellectual Disability and Autism
FBN1,HGNC:3603,Shprintzen-Goldberg syndrome,MONDO:0008426,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_42caf14d-6400-475b-88f3-a8a24a0832c0-2021-12-01T190000.000Z,2021-12-01T19:00:00.000Z,Intellectual Disability and Autism
FGD1,HGNC:3663,"Aarskog-Scott syndrome, X-linked",MONDO:0010589,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4b652280-1291-4166-ac59-62caabd977bb-2017-12-06T170000.000Z,2017-12-06T17:00:00.000Z,Intellectual Disability and Autism
FLNA,HGNC:3754,periventricular nodular heterotopia,MONDO:0020341,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_80bc6280-7c21-4168-8a98-93c31fead5d7-2020-12-27T231155.213Z,2020-12-27T23:11:55.213Z,Intellectual Disability and Autism
FMR1,HGNC:3775,fragile X syndrome,MONDO:0010383,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e491d278-7123-434c-8de3-46e16afb4037-2019-06-03T160000.000Z,2019-06-03T16:00:00.000Z,Intellectual Disability and Autism
FOLR1,HGNC:3791,neurodegenerative syndrome due to cerebral folate transport deficiency,MONDO:0013110,AR,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_22c12588-dc55-4e90-827a-d7a6349e38a9-2017-10-20T160000.000Z,2017-10-20T16:00:00.000Z,Intellectual Disability and Autism
FOXP1,HGNC:3823,intellectual disability-severe speech delay-mild dysmorphism syndrome,MONDO:0013352,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_db1c240c-7ffb-4a95-92ad-da9e8af2adc6-2019-05-09T162756.956Z,2019-05-09T16:27:56.956Z,Intellectual Disability and Autism
FOXP2,HGNC:13875,specific language disorder,MONDO:0016226,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b13348d1-1248-4507-aa29-60559e6b410e-2019-05-21T160000.000Z,2019-05-21T16:00:00.000Z,Intellectual Disability and Autism
FRMPD4,HGNC:29007,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bdc39072-6ab1-4ec6-af69-ce7a2f874f1b-2022-11-02T160000.000Z,2022-11-02T16:00:00.000Z,Intellectual Disability and Autism
FTSJ1,HGNC:13254,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9515,2018-01-17T00:00:00,Intellectual Disability and Autism
GATAD2B,HGNC:30778,severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome,MONDO:0014034,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5fb40641-ec79-4fee-9111-d38d2062c15b-2022-02-01T170000.000Z,2022-02-01T17:00:00.000Z,Intellectual Disability and Autism
GDI1,HGNC:4226,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8afc42b0-6c5e-460b-87d1-035c051fe7ca-2018-05-24T225528.461Z,2018-05-24T22:55:28.461Z,Intellectual Disability and Autism
GNAI1,HGNC:4384,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ea8128fc-f085-492a-b0ef-f37d994bb01b-2021-03-17T160000.000Z,2021-03-17T16:00:00.000Z,Intellectual Disability and Autism
GPC3,HGNC:4451,Simpson-Golabi-Behmel syndrome,MONDO:0010731,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5b8b02d6-1d60-4b4c-bb8a-b976907087c7-2019-12-31T175422.159Z,2019-12-31T17:54:22.159Z,Intellectual Disability and Autism
GRIA3,HGNC:4573,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_25f94660-0a8d-4f3a-8f6c-dde1b38a8ab7-2019-11-06T170000.000Z,2019-11-06T17:00:00.000Z,Intellectual Disability and Autism
GRIK2,HGNC:4580,complex neurodevelopmental disorder,MONDO:0100038,AR,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1939b90b-f1e4-4426-9f8c-5526f9003f10-2022-02-10T180000.000Z,2022-02-10T18:00:00.000Z,Intellectual Disability and Autism
GRIK2,HGNC:4580,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7f1b4733-9b55-401b-bc3b-6ead723e7fcb-2022-02-10T180000.000Z,2022-02-10T18:00:00.000Z,Intellectual Disability and Autism
HCFC1,HGNC:4839,X-linked intellectual disability,MONDO:0100284,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_023defeb-36f4-4e54-ba8f-e2c9537e933c-2021-03-17T160000.000Z,2021-03-17T16:00:00.000Z,Intellectual Disability and Autism
HDAC8,HGNC:13315,Cornelia de Lange syndrome,MONDO:0016033,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a7d29159-4c90-488e-a4e1-b006d70ae762-2018-09-11T160000.000Z,2018-09-11T16:00:00.000Z,Intellectual Disability and Autism
HNRNPK,HGNC:5044,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO:0018681,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f1adc74c-9bbc-48fc-bbbf-1159c0944108-2021-12-20T170000.000Z,2021-12-20T17:00:00.000Z,Intellectual Disability and Autism
HNRNPU,HGNC:5048,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b2c82248-c128-4d3e-802a-7f3295d14455-2022-11-10T190000.000Z,2022-11-10T19:00:00.000Z,Intellectual Disability and Autism
HOXA1,HGNC:5099,syndromic intellectual disability,MONDO:0000508,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1e0e605f-c82a-4e34-b913-8dc6b72b4881-2019-06-19T160000.000Z,2019-06-19T16:00:00.000Z,Intellectual Disability and Autism
HPRT1,HGNC:5157,Lesch-Nyhan syndrome,MONDO:0010298,XL,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f60022bb-5679-4766-ac72-2ddfd0b752ee-2022-07-08T160000.000Z,2022-07-08T16:00:00.000Z,Intellectual Disability and Autism
HUWE1,HGNC:30892,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ded2ea2f-63ff-428a-8061-7c62c276163b-2017-10-20T160000.000Z,2017-10-20T16:00:00.000Z,Intellectual Disability and Autism
IDS,HGNC:5389,mucopolysaccharidosis type 2,MONDO:0010674,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_753ba7a6-cef5-4665-81e9-306e11c618c5-2018-02-21T170000.000Z,2018-02-21T17:00:00.000Z,Intellectual Disability and Autism
IGBP1,HGNC:5461,corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,MONDO:0010333,XL,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dbeb1651-add0-4a44-87ad-a56c7864f076-2021-02-02T170000.000Z,2021-02-02T17:00:00.000Z,Intellectual Disability and Autism
IL1RAPL1,HGNC:5996,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3b5db6b4-94fa-46d1-88a7-bbf382f3a1c6-2021-03-15T135028.460Z,2021-03-15T13:50:28.460Z,Intellectual Disability and Autism
IQSEC2,HGNC:29059,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0916cda1-5213-4f88-9835-34c3931526a2-2019-06-05T160000.000Z,2019-06-05T16:00:00.000Z,Intellectual Disability and Autism
ITPR1,HGNC:6180,spinocerebellar ataxia type 29,MONDO:0007298,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8b938bea-6fcb-46e1-9435-99303d59740e-2021-11-03T160000.000Z,2021-11-03T16:00:00.000Z,Intellectual Disability and Autism
ITPR1,HGNC:6180,aniridia-cerebellar ataxia-intellectual disability syndrome,MONDO:0008795,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a848b265-8aa3-41ee-83cc-9287afe0f9d0-2021-11-03T160000.000Z,2021-11-03T16:00:00.000Z,Intellectual Disability and Autism
KANSL1,HGNC:24565,Koolen-de Vries syndrome,MONDO:0012496,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e89a0e87-314a-49b1-bb50-6b26aeaa1037-2022-02-18T120936.714Z,2022-02-18T12:09:36.714Z,Intellectual Disability and Autism
KAT6A,HGNC:13013,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_86ec74ba-6b12-42ea-bc06-58af4fd6b7a4-2021-10-05T160000.000Z,2021-10-05T16:00:00.000Z,Intellectual Disability and Autism
KATNAL2,HGNC:25387,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_eddbdd3e-2f6b-4b55-a951-988ee214b08b-2020-05-20T160000.000Z,2020-05-20T16:00:00.000Z,Intellectual Disability and Autism
KCNH1,HGNC:6250,KCNH1 associated disorder,MONDO:0100485,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9b090a30-6065-4337-b930-d40585b142cd-2022-04-05T160000.000Z,2022-04-05T16:00:00.000Z,Intellectual Disability and Autism
KDM5B,HGNC:18039,intellectual disability,MONDO:0001071,AR,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2ae3441f-82f6-4985-ba48-fd1de8ea6ce4-2022-03-01T170000.000Z,2022-03-01T17:00:00.000Z,Intellectual Disability and Autism
KDM5C,HGNC:11114,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_36896d71-1c04-4176-8cd9-16f5b283ef9c-2018-09-19T160000.000Z,2018-09-19T16:00:00.000Z,Intellectual Disability and Autism
KDM6B,HGNC:29012,syndromic intellectual disability,MONDO:0000508,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_010fe1d1-312f-45fa-93ca-887875c53607-2022-02-18T170000.000Z,2022-02-18T17:00:00.000Z,Intellectual Disability and Autism
KDM6B,HGNC:29012,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_37e4fa5a-05b7-4cee-b43a-eb58488346bd-2022-01-19T170000.000Z,2022-01-19T17:00:00.000Z,Intellectual Disability and Autism
KIF1A,HGNC:888,syndromic intellectual disability,MONDO:0000508,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1d586d93-7066-4db0-b623-8b7e3eafdc06-2020-09-24T134254.893Z,2020-09-24T13:42:54.893Z,Intellectual Disability and Autism
KMT2C,HGNC:13726,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e1dcdd6c-30e0-4d06-8df5-f120b1b02477-2022-03-02T170000.000Z,2022-03-02T17:00:00.000Z,Intellectual Disability and Autism
L1CAM,HGNC:6470,L1 syndrome,MONDO:0017140,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e8541f5b-a166-44cd-a7f3-fce263ef8fde-2019-10-02T160000.000Z,2019-10-02T16:00:00.000Z,Intellectual Disability and Autism
LAMC3,HGNC:6494,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0ff89702-c97e-4ef9-91ce-2e37b66efd84-2020-09-01T160000.000Z,2020-09-01T16:00:00.000Z,Intellectual Disability and Autism
LAS1L,HGNC:25726,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c5b85dbb-3d49-4924-8294-e518ff56f048-2021-09-21T160000.000Z,2021-09-21T16:00:00.000Z,Intellectual Disability and Autism
MAGEL2,HGNC:6814,Schaaf-Yang syndrome,MONDO:0014243,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_aa89f10b-6ccf-4c69-aef3-fc2f6c8e6ea9-2021-06-01T160000.000Z,2021-06-01T16:00:00.000Z,Intellectual Disability and Autism
MAN1B1,HGNC:6823,MAN1B1-congenital disorder of glycosylation,MONDO:0018349,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e0f50bc5-f7ac-4e0a-9762-d6cad9cc4585-2020-08-04T114702.993Z,2020-08-04T11:47:02.993Z,Intellectual Disability and Autism
MAOA,HGNC:6833,Brunner syndrome,MONDO:0010379,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_20ffc014-ef31-4693-91c4-424bbe1e48dd-2020-04-14T203950.820Z,2020-04-14T20:39:50.820Z,Intellectual Disability and Autism
MBD5,HGNC:20444,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_952cb4f8-e59b-4edb-a393-0266e0008963-2018-11-21T170000.000Z,2018-11-21T17:00:00.000Z,Intellectual Disability and Autism
MBTPS2,HGNC:15455,IFAP syndrome with or without BRESHECK syndrome,MONDO:0100213,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_13a8a124-1071-4150-b6ea-0165cbf41c2d-2021-05-17T145233.620Z,2021-05-17T14:52:33.620Z,Intellectual Disability and Autism
MED12,HGNC:11957,MED12-related intellectual disability syndrome,MONDO:0100000,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_afba0573-9f47-4814-bf3a-ef41f5512dee-2018-04-27T193808.041Z,2018-04-27T19:38:08.041Z,Intellectual Disability and Autism
MED13,HGNC:22474,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e82f63b1-ed0f-4dd0-8168-3aa4e0a4c2a9-2022-05-17T180000.000Z,2022-05-17T18:00:00.000Z,Intellectual Disability and Autism
MED13L,HGNC:22962,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_41758f8d-1f99-47fa-beb6-c327fa6cb940-2021-04-21T040000.000Z,2021-04-21T04:00:00.000Z,Intellectual Disability and Autism
MED23,HGNC:2372,syndromic intellectual disability,MONDO:0000508,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6e8c75f0-39ae-4967-b95d-a92c55739876-2020-04-01T160000.000Z,2020-04-01T16:00:00.000Z,Intellectual Disability and Autism
MEF2C,HGNC:6996,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_34354e8f-4343-4fba-82ba-e49579e504bb-2019-02-06T170000.000Z,2019-02-06T17:00:00.000Z,Intellectual Disability and Autism
MEIS2,HGNC:7001,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fe156246-6e64-4096-a4c5-a83a3e70dbb9-2022-04-06T160000.000Z,2022-04-06T16:00:00.000Z,Intellectual Disability and Autism
MET,HGNC:7029,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d55c61af-ef8e-475d-9ff7-454496cb6462-2021-01-19T170000.000Z,2021-01-19T17:00:00.000Z,Intellectual Disability and Autism
MID1,HGNC:7095,X-linked Opitz G/BBB syndrome,MONDO:0010222,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b2471967-d6b3-4ffb-a9fd-e3dbd089cb20-2018-03-21T160000.000Z,2018-03-21T16:00:00.000Z,Intellectual Disability and Autism
MSL3,HGNC:7370,Basilicata-Akhtar syndrome,MONDO:0026730,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f700593e-b7c1-4149-810d-7e71fbea61d0-2022-01-18T170000.000Z,2022-01-18T17:00:00.000Z,Intellectual Disability and Autism
