GENE_SYMBOL,GENE_ID_HGNC,DISEASE_LABEL,DISEASE_ID_MONDO,MOI,SOP,CLASSIFICATION,ONLINE_REPORT,CLASSIFICATION_DATE,GCEP
BMP10,HGNC:20869,pulmonary arterial hypertension,MONDO:0015924,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_98be8b85-16ad-46d3-9736-2b240803da21-2022-10-18T160000.000Z,2022-10-18T16:00:00.000Z,Pulmonary Hypertension
BMPR1A,HGNC:1076,pulmonary arterial hypertension,MONDO:0015924,Undetermined,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e810879d-f635-4851-b20e-86998b000fcc-2022-10-18T160000.000Z,2022-10-18T16:00:00.000Z,Pulmonary Hypertension
BMPR1B,HGNC:1077,pulmonary arterial hypertension,MONDO:0015924,Undetermined,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a21917a1-31d3-42dd-b6d3-ea5fa6edd6c1-2022-10-18T160000.000Z,2022-10-18T16:00:00.000Z,Pulmonary Hypertension
BMPR2,HGNC:1078,pulmonary arterial hypertension,MONDO:0015924,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a20ce78b-18ba-436c-877e-a08d092ac7c7-2020-12-07T172318.621Z,2020-12-07T17:23:18.621Z,Pulmonary Hypertension
CAV1,HGNC:1527,pulmonary arterial hypertension,MONDO:0015924,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1f4c3d64-7993-4196-a002-6cc9904a4360-2022-11-23T170000.000Z,2022-11-23T17:00:00.000Z,Pulmonary Hypertension
EIF2AK4,HGNC:19687,pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis,MONDO:0018554,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9d20386c-ad1a-4c88-9f43-4ca3cedbfd6f-2022-12-02T170000.000Z,2022-12-02T17:00:00.000Z,Pulmonary Hypertension
FBLN2,HGNC:3601,pulmonary arterial hypertension,MONDO:0015924,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_db9581b7-ed36-4995-aebc-839225dd0666-2022-11-03T160000.000Z,2022-11-03T16:00:00.000Z,Pulmonary Hypertension
GDF2,HGNC:4217,pulmonary arterial hypertension,MONDO:0015924,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2d2e83fa-0af1-450f-af9c-5c61d4bc3106-2022-05-26T221514.154Z,2022-05-26T22:15:14.154Z,Pulmonary Hypertension
GGCX,HGNC:4247,pulmonary arterial hypertension,MONDO:0015924,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8ac82a47-d6c3-4cbb-ae29-b6044a9a624e-2022-11-04T160000.000Z,2022-11-04T16:00:00.000Z,Pulmonary Hypertension
KCNK3,HGNC:6278,pulmonary arterial hypertension,MONDO:0015924,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e20d0ee0-4a14-4569-a451-729348ce8d23-2021-05-08T152719.928Z,2021-05-08T15:27:19.928Z,Pulmonary Hypertension
KDR,HGNC:6307,pulmonary arterial hypertension,MONDO:0015924,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_07a11f06-0904-4a38-9fd3-0aec2bece699-2021-05-12T165601.478Z,2021-05-12T16:56:01.478Z,Pulmonary Hypertension
KLF2,HGNC:6347,pulmonary arterial hypertension,MONDO:0015924,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1544c7bb-410b-4340-ab70-0bd431426c04-2022-11-03T160000.000Z,2022-11-03T16:00:00.000Z,Pulmonary Hypertension
KLK1,HGNC:6357,pulmonary arterial hypertension,MONDO:0015924,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8d29c7f8-ced6-43b3-b124-8d4039c6f99b-2022-11-04T160000.000Z,2022-11-04T16:00:00.000Z,Pulmonary Hypertension
NOTCH3,HGNC:7883,pulmonary arterial hypertension,MONDO:0015924,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d59e2823-a923-4c3e-8976-c3451eaa8666-2022-11-03T160000.000Z,2022-11-03T16:00:00.000Z,Pulmonary Hypertension
PDGFD,HGNC:30620,pulmonary arterial hypertension,MONDO:0015924,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a5da6fc7-e3a0-4de1-b69d-b86f312b48a1-2022-11-03T160000.000Z,2022-11-03T16:00:00.000Z,Pulmonary Hypertension
SMAD1,HGNC:6767,pulmonary arterial hypertension,MONDO:0015924,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_804f2eeb-7328-45c2-947b-cb9c4da0fecc-2022-11-21T170000.000Z,2022-11-21T17:00:00.000Z,Pulmonary Hypertension
SMAD4,HGNC:6770,pulmonary arterial hypertension,MONDO:0015924,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_12d82f9f-8ab2-4012-a5d5-20de99f23c07-2022-11-21T170000.000Z,2022-11-21T17:00:00.000Z,Pulmonary Hypertension
SMAD9,HGNC:6774,pulmonary arterial hypertension,MONDO:0015924,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_14f5a0c2-f82c-4571-a161-fb7ce61ae6d4-2021-05-14T192954.557Z,2021-05-14T19:29:54.557Z,Pulmonary Hypertension
TBX4,HGNC:11603,pulmonary arterial hypertension,MONDO:0015924,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1b8cc228-67d2-4530-8129-ebafee7fafa1-2021-03-10T214611.990Z,2021-03-10T21:46:11.990Z,Pulmonary Hypertension
TET2,HGNC:25941,pulmonary arterial hypertension,MONDO:0015924,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0c056edd-f72b-43e9-ba40-7504f285cf5a-2022-11-03T160000.000Z,2022-11-03T16:00:00.000Z,Pulmonary Hypertension
TOPBP1,HGNC:17008,pulmonary arterial hypertension,MONDO:0015924,AD,SOP9,No Known Disease Relationship,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8dfd5fc5-a4cb-4beb-8486-eae7675d08af-2022-11-22T170000.000Z,2022-11-22T17:00:00.000Z,Pulmonary Hypertension
A2ML1,HGNC:23336,Noonan syndrome,MONDO:0018997,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d910a9d8-516e-443d-acba-8d61f7574792-2018-06-07T160000.000Z,2018-06-07T16:00:00.000Z,RASopathy
BRAF,HGNC:1097,Noonan syndrome,MONDO:0018997,AD,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_47cf08d5-efc6-4d42-b031-a06619873161-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
BRAF,HGNC:1097,Noonan syndrome with multiple lentigines,MONDO:0007893,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_888875a8-5654-486b-8e64-e1382ccc6650-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
BRAF,HGNC:1097,cardiofaciocutaneous syndrome,MONDO:0015280,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a53e5a92-126f-4b00-a89b-af55d4f342ca-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
BRAF,HGNC:1097,Costello syndrome,MONDO:0009026,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f229eceb-8f5e-4ecb-a484-7863b8dc7d19-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
CBL,HGNC:1541,CBL-related disorder,MONDO:0013308,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4a1a76fd-7e23-44a7-b2fc-4495bc5d5ee6-2019-04-29T160000.000Z,2019-04-29T16:00:00.000Z,RASopathy
HRAS,HGNC:5173,Costello syndrome,MONDO:0009026,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6a40ab43-3c9f-45c0-9ec0-0371d6f0d5c8-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
HRAS,HGNC:5173,Noonan syndrome-like disorder with loose anagen hair,MONDO:0011899,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_94630309-c540-48b3-a27f-0ee1891091c1-2018-07-25T160000.000Z,2018-07-25T16:00:00.000Z,RASopathy
KAT6B,HGNC:17582,RASopathy,MONDO:0021060,AD,SOP6,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fb3c40d8-3aea-45bf-949e-c3ba7d96a6b4-2019-02-04T170000.000Z,2019-02-04T17:00:00.000Z,RASopathy
KRAS,HGNC:6407,cardiofaciocutaneous syndrome,MONDO:0015280,AD,SOP5,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_248e0d6b-9300-4d17-a350-f742fa92c82c-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
KRAS,HGNC:6407,Noonan syndrome,MONDO:0018997,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6476a5fd-8f66-462b-b17a-43540dad3c1f-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
KRAS,HGNC:6407,Costello syndrome,MONDO:0009026,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bc9a82d0-8447-454c-8d54-def792d20e1d-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
LZTR1,HGNC:6742,Noonan syndrome,MONDO:0018997,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6f21db9c-87ea-4095-96ca-4277eaa21232-2020-04-23T170000.000Z,2020-04-23T17:00:00.000Z,RASopathy
LZTR1,HGNC:6742,Noonan syndrome,MONDO:0018997,AR,SOP7,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7aa1e103-4f77-4c50-99c5-621a6a837b95-2020-09-11T170000.000Z,2020-09-11T17:00:00.000Z,RASopathy
MAP2K1,HGNC:6840,Noonan syndrome,MONDO:0018997,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1eafd4b1-29b1-4a17-a7ac-2c555f2e2648-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
MAP2K1,HGNC:6840,Costello syndrome,MONDO:0009026,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8d28301c-df25-4c10-9edb-34be26f2838d-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
MAP2K1,HGNC:6840,Noonan syndrome with multiple lentigines,MONDO:0007893,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ee3071d5-ea0d-4804-ad61-3c6471f6a47e-2018-05-29T160000.000Z,2018-05-29T16:00:00.000Z,RASopathy
MAP2K1,HGNC:6840,cardiofaciocutaneous syndrome,MONDO:0015280,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f8c7a090-0a97-4653-bd51-702a9f9144b9-2018-05-29T160000.000Z,2018-05-29T16:00:00.000Z,RASopathy
MAP2K2,HGNC:6842,Noonan syndrome,MONDO:0018997,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6a0eeefd-9105-435d-9daf-c748e52b0941-2018-06-01T160000.000Z,2018-06-01T16:00:00.000Z,RASopathy
MAP2K2,HGNC:6842,cardiofaciocutaneous syndrome,MONDO:0015280,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7765e2a4-19e4-4b15-9233-4847606fc501-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
MRAS,HGNC:7227,Noonan syndrome,MONDO:0018997,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_04ca29c1-6b44-474c-b54b-1c8be52de172-2022-12-14T170000.000Z,2022-12-14T17:00:00.000Z,RASopathy
NRAS,HGNC:7989,Costello syndrome,MONDO:0009026,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_28526e91-0db9-4724-94f3-e4222ace602c-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
NRAS,HGNC:7989,Noonan syndrome,MONDO:0018997,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_34419b69-59c3-458b-a2a5-38a401679deb-2018-05-30T160000.000Z,2018-05-30T16:00:00.000Z,RASopathy
NRAS,HGNC:7989,cardiofaciocutaneous syndrome,MONDO:0015280,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d466df2a-8e3d-4d4a-bb96-8e483d4c56e7-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
NRAS,HGNC:7989,Noonan syndrome with multiple lentigines,MONDO:0007893,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e5622684-4367-4d90-b769-f7205ee1cac8-2018-05-30T160000.000Z,2018-05-30T16:00:00.000Z,RASopathy
NSUN2,HGNC:25994,RASopathy,MONDO:0021060,AR,SOP6,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6442d764-3ff8-41f4-984d-776254226b05-2019-02-04T170000.000Z,2019-02-04T17:00:00.000Z,RASopathy
PPP1CB,HGNC:9282,Noonan syndrome-like disorder with loose anagen hair,MONDO:0011899,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_16bcb316-090f-420d-9c89-b7642d3dc725-2020-04-23T160000.000Z,2020-04-23T16:00:00.000Z,RASopathy
PTPN11,HGNC:9644,Noonan syndrome,MONDO:0018997,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2bb08565-4669-4633-b6ed-c04e2a431cf9-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
PTPN11,HGNC:9644,Costello syndrome,MONDO:0009026,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_72fca24b-243b-49de-9ceb-ae76e12f60a8-2018-05-31T160000.000Z,2018-05-31T16:00:00.000Z,RASopathy
PTPN11,HGNC:9644,cardiofaciocutaneous syndrome,MONDO:0015280,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a1a2133e-4ce8-45b7-87da-1c52990d3890-2018-05-30T160000.000Z,2018-05-30T16:00:00.000Z,RASopathy
PTPN11,HGNC:9644,Noonan syndrome with multiple lentigines,MONDO:0007893,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e6c41f3b-c2d1-4d66-a1a3-a5beaa304578-2018-07-25T160000.000Z,2018-07-25T16:00:00.000Z,RASopathy
RAF1,HGNC:9829,Costello syndrome,MONDO:0009026,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_67081421-a4a3-4b62-88e0-4a78d19859ba-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
RAF1,HGNC:9829,Noonan syndrome,MONDO:0018997,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_85645d27-2056-4ad3-9593-8d7739aa4121-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
RAF1,HGNC:9829,cardiofaciocutaneous syndrome,MONDO:0015280,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b1e7c802-14d7-435c-b396-637b728a3ae2-2018-05-31T160000.000Z,2018-05-31T16:00:00.000Z,RASopathy
RAF1,HGNC:9829,Noonan syndrome with multiple lentigines,MONDO:0007893,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cda0bf05-836b-40bb-99f5-e1dbfd0f6741-2018-07-25T160000.000Z,2018-07-25T16:00:00.000Z,RASopathy
RASA1,HGNC:9871,Noonan syndrome,MONDO:0018997,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a957c2df-eeec-4bdf-b423-6f1667f66abd-2018-06-07T160000.000Z,2018-06-07T16:00:00.000Z,RASopathy
RASA2,HGNC:9872,Noonan syndrome,MONDO:0018997,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9635e391-79b6-4054-824e-1c607a02cd07-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
RIT1,HGNC:10023,Noonan syndrome,MONDO:0018997,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_240565fc-61b9-4ff8-9f5a-85938f17cdd9-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
RRAS,HGNC:10447,Noonan syndrome,MONDO:0018997,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_96280a14-d8cd-4c9b-b3e0-d5fcd8bf9ef6-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
RRAS2,HGNC:17271,Noonan syndrome,MONDO:0018997,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c5742615-3820-41dd-a523-e660a498f9e8-2022-12-14T170000.000Z,2022-12-14T17:00:00.000Z,RASopathy
SHOC2,HGNC:15454,Noonan syndrome-like disorder with loose anagen hair,MONDO:0011899,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0ecc1335-fb21-4d65-8df2-19558e8f5c07-2018-07-25T160000.000Z,2018-07-25T16:00:00.000Z,RASopathy
SHOC2,HGNC:15454,Noonan syndrome,MONDO:0018997,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_185c93c8-e875-46a2-83af-a8575b19a228-2018-05-31T160000.000Z,2018-05-31T16:00:00.000Z,RASopathy
SHOC2,HGNC:15454,Costello syndrome,MONDO:0009026,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a7035ea3-d556-4aa4-b525-5ed6c02866df-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
SHOC2,HGNC:15454,cardiofaciocutaneous syndrome,MONDO:0015280,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fd8e5069-4023-4763-9b41-03350b03ee7f-2018-06-01T160000.000Z,2018-06-01T16:00:00.000Z,RASopathy
SOS1,HGNC:11187,Noonan syndrome,MONDO:0018997,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9781b6bf-9b1e-4a10-a0a9-7e56562a6e3a-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
SOS1,HGNC:11187,Costello syndrome,MONDO:0009026,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cf0ea291-849a-4bd9-a12a-cd9daad7e214-2018-07-24T160000.000Z,2018-07-24T16:00:00.000Z,RASopathy
SOS1,HGNC:11187,cardiofaciocutaneous syndrome,MONDO:0015280,AD,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ee5b916f-82ef-4738-82c8-46ee2fad131b-2018-06-01T160000.000Z,2018-06-01T16:00:00.000Z,RASopathy
SOS2,HGNC:11188,Noonan syndrome,MONDO:0018997,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f20a1034-e29d-49bb-aed9-b4ba63dc5968-2020-08-27T160000.000Z,2020-08-27T16:00:00.000Z,RASopathy
SPRED1,HGNC:20249,Legius syndrome,MONDO:0012669,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3ba44430-8f71-4b94-a6f1-7f66d3a27897-2019-01-24T050000.000Z,2019-01-24T05:00:00.000Z,RASopathy
ABCA4,HGNC:34,ABCA4-related retinoapthy,MONDO:0800406,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_38729563-bf36-48ae-929e-fa69a225de39-2022-10-06T160000.000Z,2022-10-06T16:00:00.000Z,Retina
ADAM9,HGNC:216,ADAM9-related retinopathy,MONDO:0800398,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c648ec73-186d-4680-93ea-29f5fdf91812-2022-09-01T160000.000Z,2022-09-01T16:00:00.000Z,Retina
ADAMTS18,HGNC:17110,microcornea-myopic chorioretinal atrophy,MONDO:0014195,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_95caeabe-f92c-4884-87b4-ed97f15769f3-2022-03-02T212447.170Z,2022-03-02T21:24:47.170Z,Retina
ATF6,HGNC:791,ATF6-related retinopathy,MONDO:0100447,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_649d690a-8457-4c95-8d27-978daf4ac877-2021-10-07T160000.000Z,2021-10-07T16:00:00.000Z,Retina
CAPN5,HGNC:1482,CAPN5-related vitreoretinopathy,MONDO:0100450,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7d39e430-b1fc-43f1-957b-1c02eb66a69c-2021-08-05T160000.000Z,2021-08-05T16:00:00.000Z,Retina
CDH3,HGNC:1762,EEM syndrome,MONDO:0009155,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5791d618-93bf-4517-9c60-48e6490319a6-2021-08-05T160000.000Z,2021-08-05T16:00:00.000Z,Retina
CEP290,HGNC:29021,CEP290-related ciliopathy,MONDO:0100451,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ec24317e-70bc-48a0-999b-f960f951e8dd-2022-02-03T170000.000Z,2022-02-03T17:00:00.000Z,Retina
CERKL,HGNC:21699,CERKL-related retinopathy,MONDO:0800401,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a3003820-dc03-4eb1-921a-6eaee749fa9f-2022-09-01T160000.000Z,2022-09-01T16:00:00.000Z,Retina
CHM,HGNC:1940,choroideremia,MONDO:0010557,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d84b01d6-8b3c-4a1e-bd25-68ee6962f374-2020-10-26T124704.094Z,2020-10-26T12:47:04.094Z,Retina
CNGA1,HGNC:2148,CNGA1-related retinopathy,MONDO:0800405,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bdf9374a-2ec6-4852-ac0b-ec1a3e638245-2022-10-06T160000.000Z,2022-10-06T16:00:00.000Z,Retina
CNGA3,HGNC:2150,CNGA3-related retinopathy,MONDO:0800102,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_39fe36b7-54c3-486b-a9f9-19bce71f096e-2022-02-03T170000.000Z,2022-02-03T17:00:00.000Z,Retina
CNGB1,HGNC:2151,CNGB1-related retinopathy,MONDO:0800403,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_664a3eaa-0139-4f5a-8f97-a4a7e00ddfd3-2022-09-01T160000.000Z,2022-09-01T16:00:00.000Z,Retina
CNGB3,HGNC:2153,CNGB3-related retinopathy,MONDO:0100446,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_aa7bad05-3d4d-4a69-b4e9-82f9224a77f4-2022-05-24T171317.094Z,2022-05-24T17:13:17.094Z,Retina
CNNM4,HGNC:105,Jalili syndrome,MONDO:0009007,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e3cedd07-df9e-4838-8a6b-b24b2802f223-2021-08-06T154836.361Z,2021-08-06T15:48:36.361Z,Retina
CYP4V2,HGNC:23198,Bietti crystalline corneoretinal dystrophy,MONDO:0008865,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_da577a4b-5c65-43fa-9a03-b275eaacb6eb-2021-04-01T160000.000Z,2021-04-01T16:00:00.000Z,Retina
EFEMP1,HGNC:3218,Doyne honeycomb retinal dystrophy,MONDO:0007471,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2859008e-eeb1-4af4-8a6e-1bf5372bb3ab-2021-08-05T160000.000Z,2021-08-05T16:00:00.000Z,Retina
EYS,HGNC:21555,EYS-related retinopathy,MONDO:0800391,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7f70860e-464d-4d26-aee0-07ef03e4da1b-2022-11-03T160000.000Z,2022-11-03T16:00:00.000Z,Retina
FLVCR1,HGNC:24682,FLVCR1-related retinopathy with or without ataxia,MONDO:0100449,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7e53e1a9-b1b9-4617-be3a-012399a06ef6-2021-08-05T160000.000Z,2021-08-05T16:00:00.000Z,Retina
GNAT2,HGNC:4394,GNAT2-related retinopathy,MONDO:0800392,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6888747f-55ae-4f8e-a3a8-c77bcd543689-2022-11-03T160000.000Z,2022-11-03T16:00:00.000Z,Retina
GPR143,HGNC:20145,inherited retinal dystrophy,MONDO:0019118,XL,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_41096b60-bbfb-469e-9695-8a23986f467c-2022-10-06T160000.000Z,2022-10-06T16:00:00.000Z,Retina
GPR179,HGNC:31371,GPR179-related retinopathy,MONDO:0800396,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_53ab184d-9f73-42b6-b407-7d72f7b44c8a-2022-06-02T160000.000Z,2022-06-02T16:00:00.000Z,Retina
GRK1,HGNC:10013,Oguchi disease,MONDO:0019152,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b6e159cb-c02a-417c-9c60-a9b66db41c73-2021-01-07T170000.000Z,2021-01-07T17:00:00.000Z,Retina
GRM6,HGNC:4598,GRM6-related retinopathy,MONDO:0800397,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1d65aebc-d4af-49ca-9682-9fde5f56bbef-2022-09-01T160000.000Z,2022-09-01T16:00:00.000Z,Retina
GUCY2D,HGNC:4689,GUCY2D-related dominant retinopathy,MONDO:0100441,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8816f73d-0432-4d50-bbb6-74a8f1da96ae-2022-05-28T195616.735Z,2022-05-28T19:56:16.735Z,Retina
GUCY2D,HGNC:4689,GUCY2D-related recessive retinopathy,MONDO:0100453,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dcb8350d-c57f-43e3-9e9f-d059ebbf61c9-2022-03-27T232210.761Z,2022-03-27T23:22:10.761Z,Retina
